iter	RMSE
381	24.93153683
382	24.92561182
383	24.89882035
384	24.88966434
385	24.86972121
386	24.85643618
387	24.84655993
388	24.83456278
389	24.81643489
390	24.80952107
391	24.78540481
392	24.7648563
393	24.75257191
394	24.74820329
395	24.72712852
396	24.71193182
397	24.69537205
398	24.68716782
399	24.67930282
400	24.67501577
401	24.66706262
402	24.64761948
403	24.63146574
404	24.62318964
405	24.61515136
406	24.59735969
407	24.59170329
408	24.58563856
409	24.57797273
410	24.55963191
411	24.54608385
412	24.53730738
413	24.52586138
414	24.51709701
415	24.5039393
416	24.49296846
417	24.48897809
418	24.47878392
419	24.46912043
420	24.46456128
421	24.44790064
422	24.44242966
423	24.42314895
424	24.41299653
425	24.40232933
426	24.38296637
427	24.37871906
428	24.36603679
429	24.35407138
430	24.33910253
431	24.32016559
432	24.30268142
433	24.29176733
434	24.28504308
435	24.27305301
436	24.26516152
437	24.25934008
438	24.24817625
439	24.24266839
440	24.23185093
441	24.22449524
442	24.21412009
443	24.19795323
444	24.17269975
445	24.14842967
446	24.14028255
447	24.13554851
448	24.12976774
449	24.12397641
450	24.1070444
451	24.09455036
452	24.08148054
453	24.07894706
454	24.05762922
455	24.04800507
456	24.02624122
457	24.01541935
458	23.9950301
459	23.97054393
460	23.95871956
461	23.93335058
462	23.92612532
463	23.91461834
464	23.90530571
465	23.90068439
466	23.87842026
467	23.87274386
468	23.86657327
469	23.85855241
470	23.85114729
471	23.84554147
472	23.83826269
473	23.83050758
474	23.81337717
475	23.80734486
476	23.79241216
477	23.78625866
478	23.76077884
479	23.73837592
480	23.7190981
481	23.69719241
482	23.68605161
483	23.66991149
484	23.6614628
485	23.65075216
486	23.64567756
487	23.63650655
488	23.63001579
489	23.62107758
490	23.61275091
491	23.60656526
492	23.5997986
493	23.58944939
494	23.57863428
495	23.56085959
496	23.55722975
497	23.55142597
498	23.51550215
499	23.50284504
500	23.4996942
501	23.4941418
502	23.47327456
503	23.45130875
504	23.41501871
505	23.40929245
506	23.3906877
507	23.38463965
508	23.3643062
509	23.34195133
510	23.33536125
511	23.32888356
512	23.31531109
513	23.30613704
514	23.29044488
515	23.27230207
516	23.2571966
517	23.25085964
518	23.22863646
519	23.22135581
520	23.21013035
521	23.20253604
522	23.1925057
523	23.18342273
524	23.16437133
525	23.15310313
526	23.14639779
527	23.14058484
528	23.13701042
529	23.12673766
530	23.12323609
531	23.10165262
532	23.09228194
533	23.08524486
534	23.07740902
535	23.07066518
536	23.06127336
537	23.05427172
538	23.04413053
539	23.02253997
540	23.01325882
541	22.99207379
542	22.97310925
543	22.9647573
544	22.96028118
545	22.95631465
546	22.94412911
547	22.93446346
548	22.90373004
549	22.86669113
550	22.85672862
551	22.84746328
552	22.82868505
553	22.80747713
554	22.79959697
555	22.7906477
556	22.77645522
557	22.74012463
558	22.73072294
559	22.72089153
560	22.71183848
561	22.70672571
562	22.69977984
563	22.6888649
564	22.67936772
565	22.67037856
566	22.65711026
567	22.63913526
568	22.63336836
569	22.62556372
570	22.61573097
571	22.60964721
572	22.59947279
573	22.58696115
574	22.57309619
575	22.56260294
576	22.55515928
577	22.51888429
578	22.50941584
579	22.48599702
580	22.4742966
581	22.45087252
582	22.44070379
583	22.42939367
584	22.42228105
585	22.41330997
586	22.40576858
587	22.39771665
588	22.390953
589	22.38313058
590	22.37481126
591	22.36862301
592	22.36550162
593	22.35556351
594	22.34709752
595	22.3410199
596	22.3326674
597	22.32463074
598	22.31737179
599	22.30290034
600	22.29270559
601	22.28384867
602	22.27779764
603	22.26247805
604	22.24325267
605	22.23023844
606	22.21147583
607	22.20208446
608	22.18368245
609	22.17267784
610	22.16313406
611	22.15686625
612	22.15175671
613	22.13300718
614	22.12343548
615	22.08783059
616	22.08006564
617	22.06142315
618	22.05164193
619	22.04357116
620	22.02874187
621	22.02167461
622	22.01067947
623	22.00077103
624	21.99204493
625	21.98508765
626	21.97237436
627	21.96482126
628	21.94699902
629	21.92672194
630	21.92091504
631	21.88581879
632	21.87997155
633	21.86285653
634	21.85488654
635	21.84809694
636	21.83990701
637	21.83075376
638	21.81902727
639	21.81095198
640	21.79375907
641	21.78840131
642	21.77578131
643	21.7664634
644	21.75941155
645	21.75127756
646	21.74131647
647	21.73155163
648	21.70699528
649	21.6957794
650	21.68753987
651	21.67876449
652	21.66857228
653	21.66310898
654	21.65296171
655	21.63568789
656	21.62673645
657	21.61897151
658	21.6094004
659	21.60463711
660	21.59668694
661	21.58932993
662	21.57968166
663	21.57185452
664	21.55560374
665	21.54608978
666	21.53654947
667	21.52587724
668	21.51742021
669	21.5012171
670	21.48556851
671	21.47852981
672	21.47083941
673	21.46164669
674	21.45398369
675	21.41935161
676	21.41106789
677	21.39200828
678	21.38102092
679	21.36580831
680	21.34862842
681	21.33134064
682	21.32195885
683	21.31405205
684	21.30640404
685	21.29887627
686	21.29271635
687	21.27719973
688	21.26977156
689	21.26337477
690	21.2545756
691	21.23952821
692	21.22979497
693	21.22261383
694	21.20766585
695	21.19594233
696	21.18685068
697	21.17997319
698	21.15548813
699	21.13959591
700	21.13056012
701	21.12347412
702	21.10481119
703	21.0981553
704	21.09039908
705	21.08178319
706	21.07240298
707	21.06829389
708	21.05997135
709	21.05145779
710	21.03435162
711	21.02043265
712	21.00722918
713	20.99711794
714	20.98277303
715	20.96907704
716	20.96259333
717	20.94917662
718	20.94334157
719	20.92500939
720	20.91760526
721	20.90914346
722	20.90052901
723	20.89229348
724	20.88511946
725	20.85424867
726	20.83049295
727	20.82439171
728	20.80096257
729	20.78737809
730	20.77376498
731	20.76681572
732	20.75918774
733	20.75223691
734	20.74409137
735	20.72084078
736	20.71258399
737	20.69992626
738	20.67701508
739	20.66810797
740	20.65360556
741	20.64579481
742	20.63784498
743	20.62515834
744	20.61192407
745	20.60273734
746	20.58006996
747	20.57351659
748	20.56658198
749	20.55901481
750	20.54488895
751	20.53932716
752	20.52662346
753	20.5199352
754	20.51001495
755	20.50303165
756	20.49515562
757	20.48318562
758	20.47590664
759	20.45229279
760	20.44046891
761	20.42832144
762	20.41634327
763	20.40490389
764	20.39817589
765	20.39051325
766	20.36812817
767	20.35283323
768	20.34622109
769	20.32419212
770	20.31816105
771	20.30373337
772	20.29271255
773	20.28346653
774	20.2762058
775	20.25457389
776	20.24930905
777	20.24303446
778	20.23459131
779	20.2266349
780	20.21241882
781	20.20378571
782	20.19199886
783	20.17742829
784	20.17009989
785	20.15907804
786	20.13796107
787	20.11710698
788	20.10511498
789	20.09873668
790	20.09243272
791	20.08550668
792	20.08012012
793	20.07397073
794	20.06789289
795	20.05205937
796	20.04640625
797	20.03371995
798	20.0280712
799	20.01031273
800	19.99464453
801	19.98792465
802	19.98228453
803	19.97400689
804	19.96801031
805	19.95736564
806	19.94897398
807	19.93052329
808	19.91021827
809	19.90098584
810	19.89298059
811	19.88229237
812	19.87238498
813	19.8614397
814	19.85547898
815	19.84862555
816	19.84014074
817	19.82858215
818	19.81509841
819	19.80850753
820	19.80284392
821	19.79595542
822	19.78518644
823	19.77557467
824	19.76562005
825	19.76053745
826	19.75107939
827	19.74169721
828	19.7319909
829	19.72337342
830	19.71507785
831	19.70931698
832	19.70018092
833	19.69059907
834	19.6848934
835	19.66691046
836	19.65748629
837	19.63761281
838	19.61802445
839	19.60783277
840	19.59971619
841	19.58031709
842	19.56118174
843	19.54171764
844	19.53608067
845	19.52677815
846	19.52029687
847	19.51576816
848	19.50485161
849	19.49478923
850	19.48839196
851	19.48250651
852	19.47692168
853	19.46704906
854	19.45779847
855	19.44889811
856	19.44228256
857	19.43679144
858	19.42259431
859	19.41505995
860	19.39615072
861	19.37753851
862	19.36984953
863	19.35253905
864	19.3435886
865	19.33815708
866	19.33172523
867	19.32537032
868	19.31902049
869	19.31196839
870	19.30381128
871	19.29529518
872	19.28921051
873	19.28396769
874	19.26543621
875	19.25758858
876	19.25240306
877	19.24278017
878	19.23765111
879	19.22371174
880	19.20515513
881	19.20007329
882	19.19196852
883	19.18697168
884	19.17865852
885	19.1617377
886	19.15678682
887	19.1385761
888	19.13013545
889	19.118116
890	19.10977914
891	19.103819
892	19.09608788
893	19.08891369
894	19.08405143
895	19.06761465
896	19.06055713
897	19.05429872
898	19.04734579
899	19.02969255
900	19.02243941
901	19.0177463
902	19.00226026
903	18.99374252
904	18.98534404
905	18.97588995
906	18.95854128
907	18.94727153
908	18.93724595
909	18.93045358
910	18.92214391
911	18.9155446
912	18.90734211
913	18.90049539
914	18.89593474
915	18.89142767
916	18.88364058
917	18.87918174
918	18.87268524
919	18.86477297
920	18.85845113
921	18.85064455
922	18.84438556
923	18.82855002
924	18.82326727
925	18.81433781
926	18.81004743
927	18.80247557
928	18.78532037
929	18.77763751
930	18.76289471
931	18.75554752
932	18.74254504
933	18.73327755
934	18.72707756
935	18.72147987
936	18.71240229
937	18.70619169
938	18.69870687
939	18.68189755
940	18.66534779
941	18.66114147
942	18.65273704
943	18.63631829
944	18.62930878
945	18.62330216
946	18.61325069
947	18.59715084
948	18.5930364
949	18.58551884
950	18.57812786
951	18.57220818
952	18.56344793
953	18.55939782
954	18.55066538
955	18.54459687
956	18.53876622
957	18.52962117
958	18.51705865
959	18.51104746
960	18.50280928
961	18.49564753
962	18.48965854
963	18.47614641
964	18.47218081
965	18.46598101
966	18.45873828
967	18.45299066
968	18.44405367
969	18.43720181
970	18.43330652
971	18.41746278
972	18.40862533
973	18.39081029
974	18.38208154
975	18.37639047
976	18.36949834
977	18.35386429
978	18.33932153
979	18.32649911
980	18.3208131
981	18.3169731
982	18.31317844
983	18.30510864
984	18.27862354
985	18.27135868
986	18.26760639
987	18.26045342
988	18.24524888
989	18.23343485
990	18.23084069
991	18.22533359
992	18.21949257
993	18.21436351
994	18.20928042
995	18.1953428
996	18.18749243
997	18.18202251
998	18.16350592
999	18.15652897
