iter	RMSE
500	4.886789564
501	4.881779825
502	4.879365651
503	4.873241435
504	4.871257562
505	4.866275229
506	4.862085404
507	4.855879284
508	4.852297792
509	4.849713903
510	4.84134813
511	4.838174377
512	4.83439009
513	4.83169942
514	4.825486146
515	4.818860548
516	4.815900901
517	4.807916591
518	4.805827012
519	4.804564046
520	4.796309138
521	4.793923989
522	4.790687975
523	4.785151059
524	4.782744146
525	4.776934356
526	4.774021405
527	4.765271987
528	4.761842105
529	4.755779113
530	4.751860201
531	4.742765076
532	4.737491255
533	4.731558709
534	4.728054302
535	4.724856116
536	4.722477553
537	4.720293715
538	4.71715626
539	4.713066221
540	4.710975751
541	4.706604113
542	4.704448498
543	4.70100095
544	4.698512755
545	4.696782818
546	4.695453356
547	4.687680523
548	4.683949735
549	4.680744754
550	4.676974011
551	4.673593204
552	4.670530648
553	4.669614108
554	4.661303812
555	4.658293993
556	4.654138375
557	4.646765608
558	4.644131294
559	4.637911069
560	4.635441037
561	4.630653979
562	4.627757234
563	4.621749251
564	4.616001811
565	4.607934904
566	4.601116343
567	4.596612747
568	4.59094144
569	4.586643954
570	4.585639287
571	4.582490612
572	4.576824446
573	4.571298173
574	4.56534224
575	4.562738037
576	4.557222242
577	4.551427455
578	4.542964332
579	4.540903695
580	4.536874917
581	4.533797458
582	4.529642785
583	4.524895362
584	4.521995399
585	4.519613895
586	4.518498641
587	4.515769433
588	4.510469188
589	4.504705151
590	4.498430149
591	4.494764037
592	4.4921237
593	4.487025898
594	4.480622991
595	4.477041077
596	4.47144771
597	4.46635371
598	4.462453186
599	4.457166309
600	4.452254801
601	4.449675647
602	4.44779065
603	4.446643188
604	4.442410799
605	4.439934278
606	4.437414373
607	4.434997594
608	4.429543657
609	4.426459456
610	4.420925755
611	4.413217674
612	4.41205324
613	4.406946446
614	4.406035322
615	4.403477085
616	4.40040191
617	4.396334131
618	4.393073523
619	4.391618798
620	4.386478796
621	4.383195762
622	4.378087235
623	4.372826736
624	4.368579258
625	4.367596584
626	4.365018251
627	4.360251018
628	4.35512203
629	4.3531954
630	4.349884419
631	4.346828478
632	4.341992435
633	4.338175742
634	4.333329292
635	4.329876136
636	4.325367998
637	4.320487651
638	4.317077239
639	4.309545047
640	4.30609553
641	4.304040231
642	4.298907861
643	4.294201845
644	4.291361992
645	4.289820929
646	4.287716793
647	4.283152217
648	4.281734861
649	4.275768869
650	4.273401734
651	4.268933355
652	4.266529787
653	4.261346622
654	4.256893814
655	4.252390416
656	4.250678288
657	4.247477762
658	4.242911607
659	4.237609842
660	4.234562735
661	4.230836045
662	4.229582852
663	4.224984175
664	4.222644431
665	4.216889344
666	4.214112258
667	4.209697625
668	4.205326784
669	4.200670818
670	4.199560801
671	4.196081783
672	4.193262724
673	4.190505791
674	4.189108707
675	4.186039916
676	4.180268936
677	4.179223271
678	4.177063691
679	4.172652915
680	4.171152232
681	4.168075157
682	4.160833197
683	4.153678309
684	4.149268304
685	4.145230975
686	4.13814772
687	4.134141629
688	4.129776649
689	4.125427984
690	4.121737786
691	4.120515849
692	4.117591815
693	4.111885042
694	4.108386967
695	4.104666379
696	4.10068989
697	4.096394134
698	4.094555451
699	4.087674933
700	4.084866328
701	4.080477666
702	4.073140793
703	4.068970356
704	4.063128237
705	4.058336895
706	4.052780653
707	4.049066328
708	4.045165447
709	4.043278846
710	4.037741556
711	4.036522842
712	4.035646107
713	4.034179258
714	4.029992256
715	4.0273159
716	4.023602945
717	4.019850994
718	4.019048367
719	4.017261953
720	4.013455262
721	4.009224265
722	4.005019888
723	4.001190285
724	3.999424591
725	3.997459984
726	3.993662355
727	3.992891079
728	3.989403124
729	3.988582604
730	3.987298817
731	3.983459154
732	3.980685068
733	3.976796415
734	3.975114634
735	3.971617362
736	3.966691634
737	3.963962834
738	3.957338143
739	3.95221077
740	3.948616901
741	3.942057836
742	3.938343668
743	3.93296236
744	3.929004687
745	3.924255921
746	3.920421568
747	3.915519169
748	3.91307277
749	3.909703463
750	3.907311038
751	3.903760285
752	3.902025065
753	3.897949963
754	3.891535799
755	3.888006148
756	3.884506752
757	3.879478467
758	3.877069092
759	3.870723204
760	3.863901584
761	3.862187301
762	3.858761383
763	3.856624874
764	3.853885926
765	3.847215659
766	3.842700249
767	3.841000195
768	3.839736238
769	3.836343784
770	3.8343376
771	3.831024506
772	3.82587563
773	3.820995543
774	3.81768404
775	3.814471657
776	3.811819941
777	3.807996704
778	3.80583656
779	3.801107734
780	3.795013737
781	3.791482802
782	3.787316329
783	3.785418776
784	3.784257795
785	3.782605864
786	3.780297873
787	3.779069692
788	3.775938996
789	3.772724259
790	3.770390764
791	3.769176239
792	3.767897683
793	3.765844934
794	3.761444806
795	3.757171224
796	3.756165431
797	3.754851749
798	3.752636521
799	3.749510368
800	3.743670113
801	3.741096442
802	3.737079521
803	3.733840746
804	3.728088749
805	3.726474974
806	3.723309976
807	3.719181676
808	3.71621045
809	3.709765145
810	3.703392391
811	3.697854918
812	3.693692026
813	3.688795673
814	3.68722338
815	3.683010251
816	3.679890711
817	3.67365959
818	3.668280649
819	3.664931974
820	3.661614301
821	3.655559463
822	3.65286023
823	3.650590067
824	3.649012132
825	3.645990939
826	3.641569441
827	3.637508513
828	3.634452438
829	3.63289542
830	3.629250322
831	3.62716815
832	3.625241212
833	3.622599064
834	3.620575291
835	3.619030256
836	3.616481859
837	3.613432355
838	3.610197758
839	3.609213527
840	3.603338423
841	3.602208068
842	3.599317508
843	3.59813396
844	3.59731734
845	3.592218177
846	3.586465835
847	3.585100174
848	3.580742926
849	3.577751405
850	3.575053516
851	3.571277594
852	3.568384049
853	3.56268557
854	3.556991696
855	3.553952349
856	3.551660164
857	3.548125786
858	3.544383759
859	3.542888396
860	3.537276217
861	3.535028109
862	3.529475808
863	3.527445165
864	3.525211258
865	3.519715193
866	3.516683702
867	3.511387427
868	3.507618127
869	3.504887469
870	3.503348905
871	3.50147731
872	3.498681191
873	3.493283508
874	3.488588459
875	3.487078818
876	3.481840605
877	3.476661724
878	3.473303579
879	3.46823994
880	3.464706318
881	3.462873433
882	3.4594656
883	3.4559806
884	3.454914281
885	3.449789903
886	3.447486464
887	3.445337021
888	3.441366006
889	3.436401717
890	3.431440342
891	3.428855831
892	3.426965918
893	3.425761973
894	3.420902366
895	3.416098023
896	3.415065421
897	3.411825141
898	3.408632715
899	3.403854249
900	3.400294648
901	3.396864475
902	3.39584476
903	3.392236061
904	3.387553629
905	3.382924475
906	3.381245344
907	3.377628226
908	3.373030902
909	3.368538235
910	3.364575092
911	3.363161901
912	3.359253472
913	3.356825779
914	3.352452115
915	3.349891492
916	3.347122314
917	3.343258041
918	3.340312739
919	3.335951117
920	3.332589881
921	3.330579174
922	3.327270416
923	3.323059681
924	3.318847464
925	3.314683674
926	3.311513625
927	3.310458223
928	3.307957574
929	3.304716894
930	3.302981017
931	3.301116483
932	3.297031394
933	3.29623307
934	3.293071008
935	3.291110318
936	3.287127308
937	3.283973769
938	3.280590399
939	3.279067577
940	3.277373241
941	3.276470812
942	3.272522237
943	3.270381498
944	3.269495361
945	3.268621686
946	3.264760483
947	3.262249474
948	3.258382411
949	3.255394907
950	3.252458994
951	3.248190189
952	3.243078606
953	3.242210963
954	3.240588841
955	3.239732935
956	3.238001071
957	3.233479861
958	3.229013055
959	3.226611899
960	3.224381117
961	3.219360015
962	3.216915831
963	3.213248284
964	3.211639717
965	3.208820108
966	3.20645075
967	3.2056114
968	3.200672842
969	3.197062885
970	3.196233298
971	3.191388249
972	3.189218378
973	3.188404199
974	3.184079948
975	3.182571316
976	3.179432901
977	3.175910018
978	3.172342333
979	3.168093063
980	3.163904834
981	3.162304617
982	3.159250227
983	3.155137845
984	3.154329597
985	3.151321115
986	3.14963365
987	3.146899608
988	3.144575875
989	3.141829872
990	3.138428374
991	3.13509546
992	3.132196249
993	3.130509747
994	3.12825792
995	3.127479512
996	3.122790029
997	3.121570297
998	3.119317804
999	3.116352977
